	id	sent0	label
5200	5837	mathura raja trailer kanditt vannavar parayu? Edha better?	unknown_state
5201	3928	 AVASAANAM RAAJUVETTANUM VALLA VILLANO MATTO AAYI VARUMO ENDHO#######	unknown_state 
5202	2958	 Padam kurachode dark theme aakayirunnu	Mixed_feelings 
5203	1586	 Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka	Positive 
5204	5280	 ade maireada dislike adichirikkunde plastic fans ayirikkum	Negative 
5205	6653	Enne arelum ivdnnu koottikkondu pokaamo...repeat mode on more than 25 times...kidu bgm	Positive
5206	186	 Aa kannukal mathram mathi a character depth mansilkan laletta.....	Positive 
5207	1535	 Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe	Negative 
5210	1624	 Oru ghum illaa	Negative 
5211	2279	 LALETTAN UYIR  ALL LALETAN BHAKTHANS HIT LIKE HERE	unknown_state 
5212	4955	 Padam clss ann വേറെ level ayirikum	Positive 
5213	4202	 6.8M kazhinjal record views aanttaaa	unknown_state 
5214	4362	 like  mammmukkka  fans frm  mangalore	unknown_state 
5216	963	 entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass	Positive 
5217	4645	 Jeevithavumaayi bandapett kidakkunna movie aayathu kond trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath	Positive 
5218	1213	 Raja 100 cr urappullavar adi like	unknown_state 
5219	6397	Njangal Ikka Fansinte Swantham Ettan . DILEEPETTAN	Positive
5220	945	 Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka	Positive 
5221	1443	 Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka	Positive 
5222	4020	 Njan oru lalettan fan anu.. pakshe ithu polichu... ikka super	Positive 
5223	764	 Sorry Trailer  veendum veendum kandukondirikunnathkaranam Comments\r  vazhikkan pattiyittilla Mammookka polikkum	Positive 
5225	2481	 ഇവാൻ  spycho aaadaaa    Ente epono ijathi	Positive 
5226	3556	 Rahumanaaa ne polikkadaaa... My dear class mate🥰	Positive 
5228	6257	Idivett sugunan evide athumkoode venamrnn trailer pwlichu	Positive
5229	2939	 0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :)	Positive 
5230	4327	 Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification	Positive 
5231	634	 Best of luck ikka	not-malayalam 
5232	3246	 Ithu kandappol aarkelum  lalettante jilla tamil filim look manasil vanno?	unknown_state 
5233	1825	 IAM LALETTAN fan but  Mammokka us marana mass	Positive 
5234	4341	 Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?	unknown_state 
5235	4851	 speechless 🤐.   ikkaaa	not-malayalam 
5236	4628	 Assassins creed game um undo cinema ill	unknown_state 
5238	5895	Mammukkaa	Positive
5239	4270	 Best Actor	Positive 
5241	3172	 Ee role cheyan Lalettan mathrame pattu!	Positive 
5242	1580	 dislike adikkunna ella myrenmaarrum poyi oomb	Negative 
5243	526	 Ikka ki jai powli trailer onum parayan ella super masss	Positive 
5244	1328	 Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam	Negative 
5247	4815	 Njan oru bangali aanu Malayalam theriyale aanalum trailer romba super aayirukk	not-malayalam 
5249	3359	 Sunny Chechi en Kanan matharam trailer kandavar like aadikeee.	unknown_state 
5250	223	 Vivek oberoi best villan powli 🤩🤩🤩	Positive 
5251	5801	I love mohanala Sir Trailer semma mass	not-malayalam
5252	6506	Ippo kaanunna ikka fans un do oo	unknown_state
5253	662	 Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo	Positive 
5254	298	 Suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund.waiting for releasing	Positive 
5255	2228	 peter machan. onnu nokkanilla kidilen actions unadakum	Positive 
5257	2040	 Ee padam pwolikkum pwoli teaser teaser...	Positive 
5259	1354	 6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi	Negative 
5260	354	 Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.	Positive 
5262	4672	 Theriyumlaa raja solruthu dhaa seyva seyyaradu mattum dha Silva	not-malayalam 
5263	2387	 Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..	Negative 
5264	6453	O ikka polichu 68am vayasillum mass lookka	Positive
5265	951	 Ithu tamil oke kand kazhinna scene anallo bhai..	unknown_state 
5266	6643	Ente ponno  no raksha	Positive
5267	5381	 0:29 Vendaayirunnu	Negative 
5268	3573	 What a trailer. Amazing  ഇത് കലക്കും.	Positive 
5269	6467	Ekka njan orikal ekede koode oru filim cheyyum oru Indian mass padam	unknown_state
5270	5408	Ente ponnu mammoooka mass item veendum..bgm aanegil onnum choikandaa porichu	Positive
5271	1545	 endh kashtaman idh trailer alla teaser ann	unknown_state 
5272	6428	Namada model school . Model schooli padiche pillerokke evdeda..	unknown_state
5273	5430	Enteh laletta eth trailer aanu uff	Positive
5274	6689	Lucifer 100 kodi adikkumennullavar adi like	unknown_state
5275	124	 peter hein nte stunt ella cinema il um ore pattern aanallo	Mixed_feelings 
5276	1390	 Kalkikku malayalathinte dhathuputhran alluarjun fansite vijayaashamsakal	unknown_state 
5277	3022	 I'm a big fan of you Mammookkkaqq	not-malayalam 
5278	2624	 Marana mass lalettan fan aanennu parayumbol abhimaanam..	Positive 
5279	4189	 Katha manasilay Tv il varambam kanam	Negative 
5281	2992	 0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?	unknown_state 
5282	5228	 Namichuuu Ikkaa. Engaluuu pwoliiiyaaanu . Love you ekka	Positive 
5283	2901	 Onnil kooduthal kandaavar ividea like adikk..nan.matram ano	unknown_state 
5288	5824	Nalla adipoli trailer Adutha Undayum 18am padiyum Peranpum Yathrayum pole flop urappanu	Negative
5289	3431	 Raja pillerum irangan pogua ini idiyude adiyude pooramanu .	unknown_state 
5291	4179	 Average padam....2nd half thalli neekkan petta paadu	unknown_state 
5292	2495	 Like adi   kandu maduthavar like adi	unknown_state 
5295	5216	 Katta Waiting April 12 FANS SHOW TICKET KITIVAR LIKE ADIKUKA	Positive 
5296	340	 0:15 aa musicinu vendi wait cheyyuva	not-malayalam 
5298	1080	 Appo engane pullaare... Pwolikuvalle	Positive 
5299	6147	MAMMUKKA FANS LIKE ADI Mammukka uff vere level	Positive
5300	3483	 THE FACE OF INDIAN CINEMA Megastar Mammooka	not-malayalam 
5302	4389	 Sayico aya villian avale pranayicha villlain..	unknown_state 
5303	3868	 waiting  ganagandharvan mamankom sherlock bilal  enik vayya.... mass ka baapp	Positive 
5304	4577	 1 il kuduthal kandavar like hear	unknown_state 
5305	5251	 Katta waiting for mamangam  Mammookkaaa	Positive 
5306	11	 Nte ponno oru raksha Illa Ennaaa Trailer	Positive 
5307	5413	Lucifer pole oru nalla chitha maayi maaratte  . By  lalettan fan	Positive
5308	4976	 Kidilan....... Lalettan  pritvi	Positive 
5309	1788	 Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund	Positive 
5310	4781	 I'm From Manju Warrier Native  Kanyakumari	not-malayalam 
5311	2411	 Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla	Positive 
5312	891	 Padam irangum munpae 6 M adikum ennu thonnunavar adi like	unknown_state 
5315	3409	 film kandathin sheshavum trailer veendum veendum kanunnu ..hangover	Positive 
5316	6723	Lalettan and odiyan fans like adikku	unknown_state
5317	3486	 Ambujakshante kadha..... Pora.... Lucifer trailer kandapol kittuna oru punch illa...  ennirunalum ikkayude padavum nalla reethiyil vijayikate.. Ennu	Mixed_feelings 
5318	4041	 Prithviyude voice modulation.....oru rakshayum ilya ponne....  Kidkaachi trailer Stylish paranja itha aanu makkalle	Positive 
5319	3867	 Ethreyum nalla oru creativity ku dislike cheyunnavarodu oru load pucham	Negative 
5320	136	 Woow woww wow	not-malayalam 
5322	3977	 Oru raksha illa makkal poli padam like	Positive 
5323	5582	Triller Kandal ariyam  Padam sooperhit aanu enn	Positive
5324	6494	Aa kurishil christinte thala odich vechekunnu... raju brilliance	Positive
5325	2290	 Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....	Negative 
5326	3052	 Chennai rohini theataril aareke undagum  fast day	unknown_state 
5327	5652	Fanshowku pokum munp kanunnavar aroke ...	unknown_state
5328	2842	 Cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide	unknown_state 
5329	933	 Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗	Positive 
5330	6631	Any SLR fans ...Jai pubg ..Jai ikka	not-malayalam
5331	4884	 10 million aakum ennurappullavar like adikkuka	unknown_state 
5332	3909	 malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...	Positive 
5333	2137	 28 lucifer release ente bday pwoli	Positive 
5334	5155	 Ivantae mukhath akae oru expression mathramae ullu  mandhabudhiyudae.	Negative 
5335	5119	 Raja massinte appanayittu varum eee stephente mass.	Negative 
5337	2937	 Odiyanekaal kooduthal kanji vendivarum lucifarine	unknown_state 
5338	2696	 Egane ulla movie kal kaanan aanu ellavarum waite cheyunath	Positive 
5339	4998	 Ee padam first day kanan pokunnavar like cheyyuka	unknown_state 
5342	572	 Kola mass ennu thoniyavar evdea like adiku	Positive 
5345	3449	 trailer thudangunnathinu mumbu nnallathavanam annu aagrahichavar like adikku!!!!!!	unknown_state 
5346	1514	 Kalki super hit akum enn Bonny parayan paranju	Positive 
5348	5886	Shung shing sung onamshang vashang (appo onathinu kanam enn)..🤗🤗	unknown_state
5349	3176	 Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot	Positive 
5350	1661	 Kattaa waiting Suraj ettan  Soubikkaa  Robot ettan Japan chechi	Positive 
5351	3245	 Oru rakshayum illa trailer pwolichi  padam maximum theatril thanne poi kanaan nokkum Mohanlal fan	Positive 
5353	4610	 Ikka muthaanuuu...luv uuubut rajuetta ningale miss cheyyunnu	Positive 
5354	1376	 Dislike adikan mtram Kure per nokiyiriunna polund	Negative 
5355	6022	740 kuru potti	Negative
5356	4912	 Malayalam cenimakall vere our talattilekku ettiyrikkn uuu....gambeerammm....	Positive 
5357	1127	 Lalettan Lucifer pwolich.... aduttat Mammookka de Madura Raja.... malayalatile 2 megastars	Positive 
5358	5716	Oru Anya Basha  tharathekoodi role kodukkamayirunnu	Negative
5361	1335	 Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu	Negative 
5362	4738	 Padam hitakanulla elements ellam undallo.. Oru Maayavi touch thoniyarunu	Positive 
5363	4074	 Still in Trending #1.... Mamangam... Ikkaa.. We r waiting ....	not-malayalam 
5364	5557	Mamangam malayalam industriyude oru gem aay marum urapp	Positive
5366	310	 Looks like netflix series oru film aayi coloring Mach aavunnilla	Negative 
5368	1481	 Ith verum mass alla marana mass	Positive 
5369	3475	 Moving to 700K views & 50K Likes	unknown_state 
5372	5415	Ente prthvirajee kettipidich oru ummma thannaoteee chakkarereeee	Positive
5373	1934	 Hang mariyoo... Real time views set ayoo...	unknown_state 
5374	4175	 Ettan fans Ethra per ee padam kanan pokum Ettan ishttam	Positive 
5375	5591	Ijjathi.... Mammookka..  unni achuthan... Maamangam	Positive
5376	5823	Krithyamayi paranjal 30amathe thavana aan trailer kanunnath.	Positive
5377	4966	 Angane 2 million kadannu...padam 2 Billion  adikkatee..#Mammootty#Mamangam	unknown_state 
5378	1897	 Naalu bengalikal rand side il ninn mannu valich kadalilitta theerunnathe ullu ninte japan	unknown_state 
5380	1544	 E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum	Mixed_feelings 
5381	4156	 Ho my god... Soooooooooooooooooooooooooooooooper... Dislike adicha pottimaanikal chankupottychaakum	Positive 
5382	5114	 Aa teasernte athra pora villante name oru punch illa amar	Mixed_feelings 
5383	4768	 ‍ Venda kutta uruttam  Aaah pwoli Background music	Positive 
5384	187	 Trailer Oru rakshyum illa adi poli jayettan takarkkum	Positive 
5386	500	 Last thalaiva tonum ikkante jumbum	unknown_state 
5388	2214	 Copy full pulimurugan kanuna pole unde	Negative 
5389	5943	Mass enn paranjal pora... Marana mass	Positive
5390	4148	 Ariyaalo she is vare lavl  katta waiting ikkka	unknown_state 
5391	543	 Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole	Negative 
5392	6042	Vere level trailer and bgm  ikka look powlii	Positive
5393	3092	 We have SLR gun  Slr -marksman rifle        Bullet-7.62 8x supported  Pubg daaa	not-malayalam 
5394	1042	 Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila...nthin pakuthi polum ilaaa	Negative 
5395	5451	confident ayi dialogue adicha palarudeyum comments athinte present replies kandu  chirikan vannatha	unknown_state
5396	5028	 Aa cafe lookil Nadiye kanumbol   oru albuthile kutiyude look enik mathramano thonniyath	unknown_state 
5397	2824	 Enik matram ahno jishnu ragahvne pole nadane thoniayth . .RIP	unknown_state 
5398	2467	 Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.	Mixed_feelings 
5399	989	 aarokke first  showkk pokum ? fdfs arokke like adikk  🤔🤔????	unknown_state 
5400	5352	 Super entha paraya kalum kayyokkey tharikkinu kandittu	Positive 
5401	1276	 Bilal john kurishingalinte aniyan aano ini	unknown_state 
5402	6317	Kandittum kandittum mathi varunnillaalo ee sangathi	Positive
5403	4886	 Views hang aayenn thonnunnu kure neram aayallo 462 k aayi nikkunnu  50k indarnna like 85 k aayi	unknown_state 
5405	2316	 UnniMukundan and Mamookka fans Like here	not-malayalam 
5406	3815	 Surajettan ippol kadhapathramayi jeevikkukayanu.. mikka cinemakalilum	Positive 
5407	2529	 Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice	Positive 
5408	3517	 Ettan mass anneee.....Nala orginal paka mass	Positive 
5409	6168	Ithinte script writer.eee... Aarenkilum idakku orukkuka...	unknown_state
5410	893	 madhura raja trailerinu surya fansinte ashamsakal	Positive 
5411	2774	 Enthanavo manju warier kanumbol oru deshyam	Negative 
5412	5233	 Enakke trailer ishtappettilla   Enikke toonnunnath ee padam pottum ennaan           Only personal opinion	Negative 
5413	661	 Trailor ok ...kozapilla enni movie kandal ariyam	Mixed_feelings 
5414	205	 Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu	Positive 
5418	2420	 Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi	Mixed_feelings 
5419	5897	Ithu mass alla marana mass adipoli kumba konam....odiko heaters thirinjum marinjum odikkoooo	Mixed_feelings
5421	5598	Ow nta bapaa...aa kaaakki shert  sleeve madakkiyulla varavu...allanu..rrrrromam yeneet ninnu...	Positive
5422	5445	Idakk  എവിടെയോ sonam kapoor nte chaya	unknown_state
5424	2819	 Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath??	Mixed_feelings 
5425	3925	 ufff ikka ethe polikkum. Katta waiting	Positive 
5426	1019	 Ithu kandittu eganna unlike addikan thothuthooo avoo🤔	Positive 
5427	4054	 Enna koora padama . Mamooty ullond kandirikam . Nalle boradiikkuna padam sthiram kadha	Negative 
5428	6455	Adaaa mwoneeee inganeee oru trailer kanda kaalam marannu......  Fdfs for sure	Positive
5429	3827	 65 k ലൈക്‌ 16 k view hangayi	unknown_state 
5431	3696	 Raju etta ningal Malayala cinema ye Vere Level Aaakum Alle	Positive 
5432	5699	Romam chaadi eneettu panchayathu ground vazhi 2 round oodiiii	Positive
5433	2999	 Padam first day kandittu vannavar arokke ind	unknown_state 
5434	5182	 #trnding 1 എന്ന് കണ്ടു സന്തോഷായി   From an ikka fan  Rajuettn lalleettn  Adarru combo	Positive 
5436	3960	 160k like avanam ennullavar like adi	unknown_state 
5437	4103	 Nte ponnu rakshyillaa	Positive 
5438	2	 Ikka     waiting.........	Positive 
5439	3833	 Lalettanu Thulayam malayalam film industry yil Latten mathram...	Positive 
5440	3873	 Great luv frm a Lil girl...allah blss u...🤲	not-malayalam 
5441	730	 NOV 21 MAranamass Pwolii  FDFS Locked	Positive 
5442	1663	 Ejjathi MASS  Romanjam  mammookka	Positive 
5443	2804	 Oru kaaryam manasilaayee..paandi rajayum 30 crore nedillaa	Negative 
5444	3386	 ithu polikkum  rajuvetta tnx alot	Positive 
5445	1693	 Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu	Mixed_feelings 
5446	4668	 MAjajajJAjJajajJA scene... neee superstarrrr anu!  - Timothy	unknown_state 
5447	6305	Arya unniettan Rajuvettan ikka athu onnuonnaraa combination annu makkalee	Positive
5448	1048	 ethil pritvi kanum en manas parayunnu	Positive 
5450	1030	 2019 eattande um ikkade um thanne anu makkale....	Positive 
5451	5290	 Jbl headset vechu trailer kandavarundo enkil like idooo vere level	Positive 
5452	5173	 Nammal ETTAN FANZZ. STRONG AANU athu angott kanichu kodukk. Haters okke odikko. ETTAN LOVERS LIKE COMMENT	unknown_state 
5453	5542	ഡോഗ് trainer.  Saajan Saji Cyriac.	unknown_state
5454	4287	 Spadikam thott ullata ee amma makan combo	Positive 
5455	5572	Oru kolamaass dialogue um athine vellunna look um	Positive
5456	4440	 lalettan maranamass ... rajuvettan claass dirctn... THEATER POORAPARAMBU AKAN INI ENTH VENAM	Positive 
5457	5123	 Ishtapettavar  like  adichu polikk	unknown_state 
5458	3215	 Trailer adipoli ayyi but yevedokko pulimurugan feal vannille	Mixed_feelings 
5459	1247	 Dialogue pora msmmookka paranjaal onnoode ushaaraayene	Negative 
5460	2853	 1.34 seen ille prithviraj ninte face Pole thoununu	unknown_state 
5461	751	 Trailerinu katta waiting ayi nikkunnavar like adikku	unknown_state 
5462	4616	 Laletta ingane wait cheypichu kollalle...vegam vaa ingadu	Positive 
5463	6657	Kidilam trailer   from a edikatta Mammokka fan	Positive
5464	173	 Pirates of carbien aarum kanditilananu mone ninte vicharam	Negative 
5465	1477	 Ejjath oru rakshayum llaaaa katta waiting	Positive 
5466	235	 Aa last nadatham kanditt best actor orma vanna arelum undo..?	unknown_state 
5467	5904	Tamil nattil ninn vare ikkaakk like ee film pole thanne oru yamandan prema kadhakkum wait cheyyunnnavar idu oru like	unknown_state
5468	5419	Ella new gen nadan maarum ananju...eth saubin ugam 🥰	Positive
5469	4948	 Trailer pora comedy okkae nalla katta chali avan high chance kanunnu.	Negative 
5470	2032	 Next 200 Crore club Malayalam muvi	not-malayalam 
5471	519	 ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!	Positive 
5472	4197	 Enn a polle ethraper  prarthikunnu ettante jodi  manju avalle enn	Mixed_feelings 
5473	5074	 Mohanlaline onnum parennilla	Positive 
5477	2628	 #mamangam 2019 It will be an epic. Mammukka uyir	Positive 
5479	1867	 Unni mukundhantea oru dialogue kelkan aaaagrahichavarundo	unknown_state 
5480	1819	 12 varsham ithinuvendi jeevicha oraalude chorayanu ee cinema. Ellavarum nannayi varum...	unknown_state 
5481	3662	 Mamooka Dulquerinde Bappa anno adho chettano🥰	unknown_state 
5482	1160	 Mazz ikka  mazz bgm  Katta waiting  I am waiting.......	not-malayalam 
5483	922	 Indhrans fansinte ellaa aashamsakalum supportum!!! Pwolikku makkale!!!!!	Positive 
5484	1197	 Entho ishtam aanu ellarkum ee Ittimaniye	Positive 
5485	6288	teaser   kandit best actor orma vannavar like adi muthee	unknown_state
5487	3075	 27th Character poster.. Aaa suspense + hype inu kodukkanam oru like.	unknown_state 
5488	6601	Ente ponnoooo oru rakshem illaaaa... Ikkaaaaa pwolichuuuuu	Positive
5489	3839	 Candle shot pollikkum ennullavar like adiche	unknown_state 
5490	5345	 Oru rakshem illa  Romanjam	Positive 
5491	1176	 Aa chekkan polikan ulla ella chance um kanunnund	Positive 
5492	6151	Lalettan Vere level Plus Rajuvettan Direction  And Tovino Mass	Positive
5493	1421	 Ekka @ Madhura Raja	unknown_state 
5494	6690	Lalettaaa vere lvl  mass waiting	Positive
5496	2356	 Padam moonjalaanelum ippp trailer kandaalum romaanjam	Mixed_feelings 
5499	5356	 Lal fans dis like adi ippozhe thudangi	Negative 
5500	2275	 Polikum Avasanathe aa varavu ho  Romancham ikka	Positive 
5501	4240	 L 2 LOADING KATTA WAITING LALETTA	Positive 
5502	2335	 King manavalan fans like here #manavalan	unknown_state 
5503	1695	 Raja odi vaykkan povunnathu Akshay thomasineya	unknown_state 
5504	5971	Jimmittoli vaangale ninte ammede poottil chekuthan keri ookkunnu poy dislike adi	Negative
5505	6652	Poli item.......Support from ettan fan.  .....	Positive
5506	4278	 Long live ikka  Long live ettan  Long live Malayalam movie	Positive 
5508	6646	Ikka fans like button adich pwolik ore oru naayakan	Positive
5509	2052	 Pritviraj ellareyum kondu English parayippichu. Bhayangaram thanne.	unknown_state 
5510	1552	 Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram	Negative 
5512	2123	 Mamookka polichu Mammookka By Diehard Laleetan Fan	not-malayalam 
5513	2940	 Njan youtubil new ana enn onnu support cheyumo pls	unknown_state 
5514	6682	KATTA WAITING.BGM POLICHU ORU RAKSHAYUMILLA.SUPER.MEGASTAR MAMMOOKKA	Positive
5515	845	 ethu endha pulimuranta bgm okka koodi mix  pratheesha pokavoo	Mixed_feelings 
5516	1941	 Lalettan powlich..   love you laletta	Positive 
5517	1130	 Padam. Kandu kazhinit trailer kaanan vannavar ivide like adi	unknown_state 
5518	3822	 ട്രൈലെർ കിടു  Wishes to Janapriya Nayakan Dileepettan from Lalettan Fans	Positive 
5519	6572	MollyWood going to another level ... Mamangam	not-malayalam
5520	3127	 P K Ramdas enna vanmaram vinu pagaram aru...athanu chodiyam?	unknown_state 
5521	43	 Visit on link Vov yar so sad made me crying so sad omng  very sad must watch Osmmmosmmmmmmmmmmmmmmmmmmmmm	not-malayalam 
5522	3450	 Lucifer mass dialogues Ellam onnu comment cheyammo	unknown_state 
5523	5779	yeah kollam surya tvil verunna serial polea und..	Negative
5524	4453	 Derik abraham vannu pwolii...bgm adaar item!!	Positive 
5525	4611	 Prithviraj undonnu nokkaan veendum vanna njn..	unknown_state 
5526	6482	Powlich laletta nigal  mass alla maranamassannnnn	Positive
5527	2948	 Odiyante releasinginu vandi kathu nilkukyanu laletta	Positive 
5528	3443	 Cinema kandit vanavar like! Climax	unknown_state 
5529	3789	 4  m views.... 300 k likes...	unknown_state 
5530	5308	 ende mathukutyy ed vellam english padam dub anengil pidich edikyum....... .	Mixed_feelings 
5531	697	 E Padam Hit avunnu e Trailer kandittu thonnunna #LalettanFans Hit #LIKE #SpikerzTraveller	Positive 
5532	6505	Powli ikka	Positive
5533	1698	 ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.	Positive 
5534	4928	 Trailer nannayittund.  Dialogues n punch pora...  Onnoode kidilan aakamayirunnu	Mixed_feelings 
5535	1466	 Ethile fight scene kaanaan akrahikkunnavar like	unknown_state 
5536	1534	 Prithviraj aanu new character ennu arinjathinu shesham trailer kaanaan vannavar undo? Enkkil like here	unknown_state 
5538	5931	Mega trailer for Mega movie MAMANGAM	not-malayalam
5539	1422	 Dislike full odiyan kanji fans	Negative 
5540	1812	 lalettante mass kanam vannavar mathram  adiikku  like#latettan poli	Positive 
5541	3002	 All the best ikkaa nalloru padam avatte madura raja	Positive 
5542	1592	 Chunk alla chunk edippaaanu laalleettaaan	Positive 
5543	2753	 Ettan fens undo undel edh pever aayi	unknown_state 
5544	400	 Njan mathram aano sunny chechiyee kaanan vannath  Sunny chechi uyir	Positive 
5545	1838	 Katta waiting mone aganeyenkilum 8or clock aayikundenkil	Positive 
5546	6420	Padam pottum Ram fans munji.. sudapi teams  kuru pottum	Negative
5547	1837	 Trailer ethra thavana kandunn oorma ollavarundo....kandittum kandittum mathiyaavunnillaa....ikkaa	Positive 
5549	1273	 Katta ikka fans indangi like adichu pottiku	unknown_state 
5550	1124	 I'm from karnataka yash boss fan  Waiting for movie in karnataka	not-malayalam 
5553	4660	 Murali Gopi script oru bhayam...🤔munp cheyta padanglellam....	Mixed_feelings 
5554	784	 Still trending #1 on 4 days	not-malayalam 
5555	1849	 Lucifer ethara view anenu nokan idaku idaku varunavaruku likean ulla sathalam	unknown_state 
5556	4236	 Angane 70 vayassulla vridhan schoolil ethiyo?	Negative 
5557	492	 Nta daivamme ....Ponnu laletta  ningal muthannu	Positive 
5558	3658	 Tovinokk Rahul Gandhide oru chaaya kaachal 🤔🤔🤔🤔	unknown_state 
5559	545	 dis like adikkunnavanmark ethire like adikkan button	unknown_state 
5560	5250	 You are limitless Raju eatta. Trailer kills🤩	not-malayalam 
5561	6181	Laletta Raju Etta all the best	Positive
5562	1007	 Onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum	Positive 
5563	931	 Report adikkunna lallunnikalle pokkooo vella panni eduth jeebikkedaaa	Negative 
5564	1331	 New benchmark in malayalam cinema. ..	not-malayalam 
5566	3500	 Eth nammuk ikka fansinu oru pwoli pwolikkanam....	Positive 
5567	3333	 Tamil jayamravi fans support.. mammmootty ilike	not-malayalam 
5568	6311	1 hour 5 lakh viewrs maamaangam rocks	Positive
5569	4876	 Sshooo njan munpe itta comment evde poi	unknown_state 
5570	3253	 Unda  alla Unda Pori...unda boxofficil pattakam pole pottanja mathi	Negative 
5571	2379	 Mass pakka mass lalettaaa #poli	Positive 
5572	625	 Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................	Positive 
5573	4396	 Sawaaaaaari giri...giri... Big fan of Malaiayam Cinema. From Srilanka. Chettan maar Cinema eppothum adi pozi thannaiaya.	Positive 
5574	2805	 Ikkake katta support  aa mamakam hit Thane akum	Positive 
5575	2671	 Trailer vere level last 30 seconds no reksa	Positive 
5576	2886	 E Assasincreed  te trailer 2019 lu knnunavr etra perund	unknown_state 
5577	4091	 Aaa motta thalayanta aduth nikkunnath Rajuettan alla🤔	unknown_state 
5578	2857	 Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam	Positive 
5579	4888	 Poli trailer waiting for april12th trailer inganeyanengil cinemayude karyam parayano	Positive 
5580	3976	 Nge...like kuranjo???..autolikes 3g.. anyway trailer heavy	Positive 
5581	5305	 Ithu hit..!!! Super hit...!!! Prithvi Raj	Positive 
5582	3460	 Uffff  Ussar look mammookka	Positive 
5583	1669	 SUPER HIT UPCOMING MOVIE.BEST OF LUCK SURAJETTA AND SAUBINCHETTA.	not-malayalam 
5586	2009	 Best actor film evdeyo keri varunnu	Mixed_feelings 
5587	929	 Valluvanaadi ne poole aavan Oru Range venamedaa	Positive 
5589	4980	 Ente ponno vera level mammookkante energy body uff	Positive 
5590	4071	 Onnum parayanilla enna parayana lalettane enik vayya	Positive 
5591	2821	 Padam vijayikkum  S&S COMBINATION WITH ROBOT	Positive 
5592	248	 Uff mwonr kinnam kaachya item	Positive 
5594	1529	 polimass item.. heavy mass... Lalettan	Positive 
5595	2367	 lalettaa...yudham nanmayum nanmayum tammilalla... Tinmayum tinmayum tammil aanu..	unknown_state 
5596	4181	 Mamookade kore naalathe flopkalk shesham oru predeeksha ulla chithram  Ith pwolikkum #haneesadeni	Positive 
5597	2431	 E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....	Negative 
5598	4580	 5 million ayo Ne nokkan vannavar Ethra Paru Nde	unknown_state 
5599	5505	Anu sitharayude dialogue oru dheerha vanithayudethanu.. Athu parayendathu sangadapettalla	Negative
